"url","address","capital_value","land_value","improvement_value","price","price_on","decade_built","category_type","building_construction","building_condition","num_bedrooms","bath_estimate","num_bathrooms","bed_estimate","floor_area","land_area","has_deck","contour","suburb_name","view_scope","view_type","lat","lng","distance_total_transit","distance_walking_transit","duration_transit","distance_total_driving","distance_walking_driving","duration_driving","distance_total_bicycling","distance_walking_bicycling","duration_bicycling","distance_total_supermarket","duration_supermarket"
"","<redacted>",492000,225000,272000,619000,"2017-10-10 00:00:00",1930,"house","WI","AF",NULL,1,NULL,3,110,415,0,"level","Melling","none","none",-41.208976289931734,174.89700525064737,17220,1113,2944,17220,1113,2944,17220,1113,2944,17220,2944
"","<redacted>",621000,195000,433000,856000,"2017-10-09 00:00:00",2010,"house","WW","GG",4,2,NULL,4,208,418,0,"level","Grenada village","none","none",-41.20245021516651,174.8246887402721,16494,657,3623,16494,657,3623,16494,657,3623,16494,3623
"","<redacted>",533000,215000,325000,890500,"2017-10-16 00:00:00",2010,"house","WI","GG",4,2,NULL,4,199,644,1,"level","Tawa","none","none",-41.177498194596595,174.83687562393678,17078,2708,4114,17078,2708,4114,17078,2708,4114,17078,4114
"","<redacted>",472000,168000,306000,654000,"2017-10-12 00:00:00",1920,"house","WI","AG",NULL,1,NULL,3,130,470,0,"steep_rise","Rongotai",NULL,"water",-41.316496886475214,174.80223360057371,5269,603,1340,5269,603,1340,5269,603,1340,5269,1340
"","<redacted>",574000,237000,342000,750000,"2017-10-12 00:00:00",1990,"house","XT","AG",NULL,2,NULL,4,250,698,1,"easy_to_moderate_fall","Churton park","moderate","other",-41.20133218149937,174.8044829851586,13922,578,3231,13922,578,3231,13922,578,3231,13922,3231
"","<redacted>",688000,331000,350000,879000,"2017-10-13 00:00:00",1960,"house","WI","AA",4,2,NULL,4,166,1174,1,"steep_fall","Khandallah","moderate","water",-41.25013882678921,174.80189608380022,6303,820,1941,6303,820,1941,6303,820,1941,6303,1941
"","<redacted>",486000,202000,291000,658000,"2017-10-08 00:00:00",1970,"house","FT","GG",NULL,2,NULL,4,200,512,1,"easy_to_moderate_rise","Silverstream","slight","other",-41.14857767791416,175.01374185465167,30340,1539,3702,30340,1539,3702,30340,1539,3702,30340,3702
"","<redacted>",645000,272000,377000,949000,"2017-10-15 00:00:00",2000,"house","BT","GG",NULL,2,NULL,4,220,680,0,"level","Churton park","none","none",-41.210598853007475,174.80114409145068,14388,1044,3728,14388,1044,3728,14388,1044,3728,14388,3728
"","<redacted>",662000,425000,249000,868000,"2017-10-13 00:00:00",1930,"house","WI","GA",NULL,2,NULL,3,130,609,1,"easy_to_moderate_rise","Wadestown","moderate","water",-41.26453072241851,174.79102779301823,5010,1425,2198,5010,1425,2198,5010,1425,2198,5010,2198
"","<redacted>",405000,195000,228000,502000,"2017-10-14 00:00:00",1940,"house","BT","AA",NULL,1,NULL,3,100,506,0,"level","Naenae","none","none",-41.20497408422741,174.94614345693375,21016,767,3248,21016,767,3248,21016,767,3248,21016,3248
"","<redacted>",209000,78000,131000,284000,"2017-10-13 00:00:00",1960,"house","WI","AA",NULL,1,NULL,3,80,600,0,"level","Stokes valley","none","none",-41.1849819114138,174.97620532785527,29669,584,3925,29669,584,3925,29669,584,3925,29669,3925
"","<redacted>",430000,154000,285000,349000,"2017-10-16 00:00:00",2000,"house","RT","GG",NULL,1,NULL,3,120,293,1,"level","Karori","moderate","other",-41.291696026690374,174.7303964502505,8721,907,2362,8721,907,2362,8721,907,2362,8721,2362
"","<redacted>",451000,216000,247000,678000,"2017-10-12 00:00:00",1960,"house","WT","GA",NULL,1,NULL,3,90,508,1,"easy_to_moderate_rise","Karori","moderate","other",-41.29257219592863,174.7413946971745,7566,824,2018,7566,824,2018,7566,824,2018,7566,2018
"","<redacted>",593000,196000,399000,726000,"2017-10-17 00:00:00",1950,"house","WA","AA",NULL,2,NULL,4,180,514,0,"steep_fall","Wilton","moderate","other",-41.26897917178987,174.75779734070278,7690,510,1838,7690,510,1838,7690,510,1838,7690,1838
"","<redacted>",385000,123000,265000,478000,"2017-10-14 00:00:00",2000,"house","WT","GG",NULL,1,NULL,3,118,376,1,"level","Stokes valley","none","none",-41.16928293771755,174.98283200061638,27853,285,3429,27853,285,3429,27853,285,3429,27853,3429
"","<redacted>",381000,167000,223000,602000,"2017-10-13 00:00:00",1980,"house","FT","AA",NULL,1,NULL,3,130,542,1,"easy_to_moderate_fall","Grenada village","moderate","other",-41.21054720605105,174.82375381191926,15399,663,3621,15399,663,3621,15399,663,3621,15399,3621
"","<redacted>",806000,343000,475000,1346000,"2017-10-15 00:00:00",1900,"house","XI","GG",3,2,NULL,3,145,402,1,"steep_fall","Brooklyn","moderate","water",-41.30717454422787,174.76458295567033,2902,1101,1290,2902,1101,1290,2902,1101,1290,2902,1290
"","<redacted>",323000,133000,195000,336000,"2017-10-19 00:00:00",1970,"house","WI","AA",NULL,1,NULL,3,90,607,1,"level","Wainuiomata","none","none",-41.242953243663784,174.9325232896043,25382,852,3625,25382,852,3625,25382,852,3625,25382,3625
"","<redacted>",856000,233000,629000,1146187,"2017-10-17 00:00:00",2000,"house","WT","GG",NULL,3,NULL,5,284,450,1,"easy_to_moderate_fall","Island bay","moderate","other",-41.33334625712944,174.77383483178903,5824,831,1544,5824,831,1544,5824,831,1544,5824,1544
"","<redacted>",385000,144000,249000,577000,"2017-10-13 00:00:00",NULL,"house","XX","XX",NULL,1,NULL,3,113,650,0,"easy_to_moderate_fall","Tawa","moderate","other",-41.178455438894396,174.82821092158514,16033,1031,2186,16033,1031,2186,16033,1031,2186,16033,2186
"","<redacted>",371000,145000,236000,407500,"2017-10-10 00:00:00",1920,"house","WI","AA",3,2,NULL,3,160,546,0,"easy_to_moderate_fall","Belmont","none","none",-41.19177789088785,174.9217251116846,20567,567,3193,20567,567,3193,20567,567,3193,20567,3193
"","<redacted>",620000,431000,186000,565000,"2017-10-19 00:00:00",1910,"house","WI","GG",NULL,1,NULL,3,90,508,0,"level","Hutt central","none","none",-41.20522507960784,174.91576892790326,19222,1149,3446,19222,1149,3446,19222,1149,3446,19222,3446
"","<redacted>",269000,125000,151000,315000,"2017-10-16 00:00:00",1970,"house","WI","AA",NULL,1,NULL,3,110,537,1,"level","Wainuiomata","none","none",-41.246111830541054,174.95660531628013,31636,476,4190,31636,476,4190,31636,476,4190,31636,4190
"","<redacted>",928000,515000,410000,907000,"2017-10-12 00:00:00",1920,"house","WF","AA",NULL,2,NULL,3,150,331,1,"level","Eastbourne",NULL,"water",-41.29520600276499,174.89031285982756,27578,590,4216,27578,590,4216,27578,590,4216,27578,4216
"","<redacted>",689000,380000,314000,669000,"2017-10-12 00:00:00",1910,"house","WI","AA",3,1,NULL,3,112,422,1,"level","Petone","none","none",-41.223371179398406,174.88854651378298,15262,870,2478,15262,870,2478,15262,870,2478,15262,2478
"","<redacted>",652000,180000,476000,914000,"2017-10-12 00:00:00",1920,"house","XI","AA",NULL,2,NULL,3,127,306,1,"easy_to_moderate_fall","Kilbirnie","moderate","water",-41.31740606942513,174.78732599000264,4956,736,1426,4956,736,1426,4956,736,1426,4956,1426
"","<redacted>",416000,145000,283000,633000,"2017-10-19 00:00:00",1990,"house","WI","AA",NULL,1,NULL,2,60,101,1,"steep_fall","Karori","slight","other",-41.28304878707787,174.74738948135047,5590,705,1523,5590,705,1523,5590,705,1523,5590,1523
"","<redacted>",597000,244000,358000,858000,"2017-10-16 00:00:00",1980,"house","WT","AA",NULL,2,NULL,4,175,875,1,"steep_fall","Northland",NULL,"other",-41.27690890366928,174.7621719044593,7640,1039,2396,7640,1039,2396,7640,1039,2396,7640,2396
"","<redacted>",609000,176000,435000,830000,"2017-10-18 00:00:00",2010,"house","WI","GG",4,2,NULL,4,177,462,1,"level","Grenada village","none","none",-41.19695233274231,174.8258796894423,16428,592,3568,16428,592,3568,16428,592,3568,16428,3568
"","<redacted>",927000,637000,293000,1369000,"2017-10-19 00:00:00",1920,"house","WI","GA",NULL,2,NULL,4,180,696,1,"easy_to_moderate_rise","Khandallah","moderate","other",-41.24680658248439,174.79309662077577,10113,455,2188,10113,455,2188,10113,455,2188,10113,2188
"","<redacted>",453000,106000,346000,655000,"2017-10-15 00:00:00",1990,"house","WT","GG",NULL,2,NULL,3,172,1049,1,"easy_to_moderate_fall","Paparangi","none","none",-41.21853762800018,174.81727307169874,12699,1023,3205,12699,1023,3205,12699,1023,3205,12699,3205
"","<redacted>",478000,238000,244000,404000,"2017-10-16 00:00:00",1930,"house","WI","AA",NULL,1,NULL,3,100,506,1,"level","Moera","none","none",-41.22559472059567,174.90792427694757,18062,671,2978,18062,671,2978,18062,671,2978,18062,2978
"","<redacted>",228000,100000,140000,292000,"2017-10-15 00:00:00",1950,"house","WT","AA",NULL,1,NULL,3,90,921,0,"level","Wainuiomata","none","none",-41.27777840733842,174.963874384013,32350,392,4245,32350,392,4245,32350,392,4245,32350,4245
"","<redacted>",450000,212000,242000,545500,"2017-10-13 00:00:00",1970,"house","WT","AA",NULL,1,NULL,3,120,540,1,"easy_to_moderate_rise","Silverstream","none","none",-41.14891210670351,175.01164824648876,30140,1326,3508,30140,1326,3508,30140,1326,3508,30140,3508
"","<redacted>",406000,129000,280000,499000,"2017-10-16 00:00:00",2010,"house","BT","GG",4,2,NULL,3,148,435,1,"level","Wainuiomata","none","none",-41.24219014923039,174.94065022652455,25573,1044,3762,25573,1044,3762,25573,1044,3762,25573,3762
"","<redacted>",557000,224000,331000,781000,"2017-10-16 00:00:00",1940,NULL,"WT","AA",4,2,NULL,4,190,634,1,"level","Johnsonville",NULL,NULL,-41.22972643678865,174.79790729517296,13231,1216,2998,13231,1216,2998,13231,1216,2998,13231,2998
"","<redacted>",553000,363000,196000,780000,"2017-10-09 00:00:00",1890,"house","WI","GG",NULL,1,NULL,3,100,255,1,"easy_to_moderate_rise","Thorndon","moderate","water",-41.27740671372266,174.76756554464876,3326,596,1138,3326,596,1138,3326,596,1138,3326,1138
"","<redacted>",300000,129000,165000,388000,"2017-10-19 00:00:00",1960,"house","WT","AA",NULL,1,NULL,3,100,793,1,"level","Wainuiomata","none","none",-41.265052264237944,174.95574647221028,27351,1133,4336,27351,1133,4336,27351,1133,4336,27351,4336
"","<redacted>",288000,113000,191000,371000,"2017-10-17 00:00:00",1980,"house","FI","AA",NULL,1,NULL,3,140,719,0,"level","Wainuiomata","none","none",-41.2458475962184,174.92782742003075,24969,1263,3755,24969,1263,3755,24969,1263,3755,24969,3755
"","<redacted>",500000,145000,367000,571000,"2017-10-17 00:00:00",2010,"house","XI","GG",3,2,NULL,3,147,335,0,"level","Taita","none","none",-41.16734384276764,174.96120391056724,25666,928,3100,25666,928,3100,25666,928,3100,25666,3100
"","<redacted>",545000,215000,341000,807500,"2017-10-13 00:00:00",1900,"house","WI","AA",NULL,2,NULL,3,110,182,1,"easy_to_moderate_fall","Newtown","none","none",-41.30939567442676,174.78422696107643,3753,434,1024,3753,434,1024,3753,434,1024,3753,1024
"","<redacted>",486000,218000,270000,693000,"2017-10-21 00:00:00",1930,"house","WI","AG",NULL,1,NULL,3,100,625,0,"easy_to_moderate_fall","Hataitai","moderate","other",-41.299011921702856,174.79723262155838,2326,498,938,2326,498,938,2326,498,938,2326,938
"","<redacted>",782000,245000,549000,851000,"2017-10-16 00:00:00",2000,"house","II","AG",4,3,NULL,5,300,768,1,"easy_to_moderate_fall","Churton park",NULL,"other",-41.20655429464696,174.8023692425551,13976,631,3274,13976,631,3274,13976,631,3274,13976,3274
"","<redacted>",341000,252000,91000,354000,"2017-10-18 00:00:00",1940,"townhouse","BT","AA",NULL,1,NULL,2,70,344,0,"level","Fairfield","none","none",-41.21321006991428,174.9273700983603,20394,874,2879,20394,874,2879,20394,874,2879,20394,2879
"","<redacted>",445000,325000,129000,652000,"2017-10-14 00:00:00",1920,"house","AA","PF",NULL,1,NULL,3,110,509,0,"easy_to_moderate_fall","Houghton bay",NULL,"water",-41.33257374283036,174.79209903594924,7372,500,1749,7372,500,1749,7372,500,1749,7372,1749
"","<redacted>",748000,566000,188000,729000,"2017-10-20 00:00:00",1920,"house","XT","AA",3,2,NULL,3,140,360,1,"level","Petone",NULL,"water",-41.23436437308454,174.8886145628998,15380,439,2346,15380,439,2346,15380,439,2346,15380,2346
"","<redacted>",302000,128000,176000,336000,"2017-10-21 00:00:00",1960,"house","WI","AA",NULL,2,NULL,4,180,614,1,"level","Wainuiomata","none","none",-41.24965198404904,174.9564315691339,32559,412,4238,32559,412,4238,32559,412,4238,32559,4238
"","<redacted>",726000,342000,381000,880200,"2017-10-18 00:00:00",2000,"house","BI","GG",NULL,2,NULL,4,177,506,1,"level","Epuni","none","none",-41.21333795682385,174.91723072598703,18524,813,2684,18524,813,2684,18524,813,2684,18524,2684
"","<redacted>",813000,384000,441000,1052000,"2017-10-23 00:00:00",1920,"house","WI","AA",NULL,3,NULL,4,220,460,0,"level","Eastbourne","none","none",-41.297172165795665,174.89592773542822,26135,347,3644,26135,347,3644,26135,347,3644,26135,3644
"","<redacted>",555000,189000,369000,597000,"2017-10-19 00:00:00",1980,"house","WI","GG",NULL,2,NULL,4,190,703,1,"easy_to_moderate_rise","Maungaraki",NULL,"water",-41.20778816010125,174.8749949817879,20546,504,3496,20546,504,3496,20546,504,3496,20546,3496
"","<redacted>",462000,207000,250000,460500,"2017-10-14 00:00:00",1940,"house","WI","AA",NULL,1,NULL,3,100,510,0,"level","Moera","none","none",-41.22905654713767,174.90118215187374,17035,482,2683,17035,482,2683,17035,482,2683,17035,2683
"","<redacted>",475000,179000,302000,561000,"2017-10-18 00:00:00",1970,"house","WI","AA",NULL,2,NULL,4,200,506,0,"steep_rise","Silverstream","slight","other",-41.15328092530553,175.01779932325164,31213,1650,4102,31213,1650,4102,31213,1650,4102,31213,4102
"","<redacted>",466000,165000,308000,635000,"2017-10-24 00:00:00",1970,"house","WT","AA",4,2,NULL,3,170,680,1,"easy_to_moderate_rise","Paparangi",NULL,"other",-41.21497995223859,174.81541265182537,13188,427,2859,13188,427,2859,13188,427,2859,13188,2859
"","<redacted>",466000,216000,255000,723000,"2017-10-21 00:00:00",1960,"house","WI","AA",4,2,NULL,3,140,601,1,"easy_to_moderate_rise","Kingston","moderate","other",-41.32229143939881,174.76377897119454,5765,634,1480,5765,634,1480,5765,634,1480,5765,1480
"","<redacted>",459000,115000,347000,570000,"2017-10-23 00:00:00",2000,"townhouse","XI","GG",2,2,NULL,3,154,109,1,"level","Karori","slight","other",-41.28992082299162,174.72725877235413,9482,1068,2506,9482,1068,2506,9482,1068,2506,9482,2506
"","<redacted>",614000,299000,325000,956000,"2017-10-19 00:00:00",1900,"house","WI","AA",NULL,2,NULL,3,150,946,1,"steep_rise","Brooklyn","moderate","other",-41.31268334286421,174.76412075959504,3402,1220,1454,3402,1220,1454,3402,1220,1454,3402,1454
"","<redacted>",846000,715000,135000,852000,"2017-10-18 00:00:00",1960,"house","WI","AA",3,2,NULL,3,140,743,1,"level","Boulcott","moderate","other",-41.199657510093076,174.92658781911038,20030,1311,3370,20030,1311,3370,20030,1311,3370,20030,3370
"","<redacted>",468000,174000,296000,662000,"2017-10-20 00:00:00",2000,"townhouse","BT","GG",3,2,NULL,3,147,361,1,"level","Churton park","slight","other",-41.20466117932809,174.8003417637926,14688,151,3330,14688,151,3330,14688,151,3330,14688,3330
"","<redacted>",437000,178000,267000,608000,"2017-10-20 00:00:00",1930,"house","WI","AA",NULL,1,NULL,3,82,1108,1,"steep_rise","Mornington","moderate","other",-41.31436507859356,174.7628466807217,4351,824,1333,4351,824,1333,4351,824,1333,4351,1333
"","<redacted>",520000,256000,263000,857000,"2017-10-16 00:00:00",1920,"house","WI","GA",NULL,1,NULL,3,110,506,0,"easy_to_moderate_rise","Miramar","none","none",-41.325772829061606,174.819595891358,7118,662,1468,7118,662,1468,7118,662,1468,7118,1468
"","<redacted>",495000,121000,379000,703000,"2017-10-17 00:00:00",1990,"house","FT","GG",NULL,2,NULL,4,220,480,1,"steep_fall","Tawa","none","none",-41.170942897562014,174.82917831930774,17098,782,2559,17098,782,2559,17098,782,2559,17098,2559
"","<redacted>",606000,210000,410000,888000,"2017-10-20 00:00:00",1990,"house","WI","AA",3,2,NULL,4,166,606,1,"steep_fall","Khandallah","moderate","other",-41.24835761191792,174.80212639236137,11068,1093,2576,11068,1093,2576,11068,1093,2576,11068,2576
"","<redacted>",355000,170000,193000,476589,"2017-10-16 00:00:00",1990,"house","WI","GG",NULL,1,NULL,2,60,270,1,"level","Tawa","none","none",-41.172113556088085,174.83016369889816,16573,716,2131,16573,716,2131,16573,716,2131,16573,2131
"","<redacted>",772000,240000,534000,1058000,"2017-10-18 00:00:00",2000,"house","WI","GG",NULL,3,NULL,5,270,726,0,"level","Johnsonville","slight","other",-41.219823248355844,174.79718266654172,13312,1396,3564,13312,1396,3564,13312,1396,3564,13312,3564
"","<redacted>",654000,265000,400000,964000,"2017-10-23 00:00:00",1910,"house","RI","AG",NULL,2,NULL,4,180,321,0,"level","Berhampore","none","none",-41.316288761085325,174.77858277337597,3895,554,1040,3895,554,1040,3895,554,1040,3895,1040
"","<redacted>",487000,175000,305000,791000,"2017-10-17 00:00:00",1970,"house","WI","AA",NULL,2,NULL,4,190,482,1,"easy_to_moderate_rise","Churton park",NULL,"other",-41.21597859716964,174.8091945372552,12334,515,2725,12334,515,2725,12334,515,2725,12334,2725
"","<redacted>",528000,254000,276000,835000,"2017-10-20 00:00:00",1900,"house","WI","AG",NULL,2,NULL,3,140,506,1,"easy_to_moderate_rise","Northland",NULL,"other",-41.283054310972524,174.7641571209055,3894,340,1178,3894,340,1178,3894,340,1178,3894,1178
"","<redacted>",525000,316000,217000,710000,"2017-10-19 00:00:00",1900,"house","WI","AA",NULL,1,NULL,3,120,519,0,"easy_to_moderate_rise","Brooklyn","moderate","water",-41.303213752118154,174.7663839229414,2519,1147,1192,2519,1147,1192,2519,1147,1192,2519,1192
"","<redacted>",620000,217000,397000,832000,"2017-10-19 00:00:00",1920,"house","XT","GA",3,1,NULL,3,110,338,1,"easy_to_moderate_rise","Northland",NULL,"other",-41.27926414082164,174.76642438304233,5733,560,1649,5733,560,1649,5733,560,1649,5733,1649
"","<redacted>",457000,137000,323000,619000,"2017-10-20 00:00:00",1910,"house","WI","AG",NULL,1,NULL,3,98,228,0,"level","Aro valley","none","none",-41.29241953638395,174.7639787174801,1716,1148,970,1716,1148,970,1716,1148,970,1716,970
"","<redacted>",812000,535000,280000,1184000,"2017-10-17 00:00:00",1920,"house","WT","AA",NULL,2,NULL,4,170,433,0,"steep_rise","Mount victoria","moderate","other",-41.2969808238674,174.78925762487876,995,577,542,995,577,542,995,577,542,995,542
"","<redacted>",543000,207000,346000,809000,"2017-10-21 00:00:00",1970,"house","WI","AA",3,2,NULL,3,120,597,0,"steep_fall","Wilton","moderate","other",-41.27318647040638,174.7625162325457,8282,572,2132,8282,572,2132,8282,572,2132,8282,2132
"","<redacted>",401000,202000,208000,622000,"2017-10-24 00:00:00",1960,"house","WI","AA",NULL,1,NULL,3,100,583,0,"steep_rise","Miramar",NULL,"other",-41.30390429179008,174.81623962030184,8726,260,1551,8726,260,1551,8726,260,1551,8726,1551
"","<redacted>",950000,595000,364000,975000,"2017-10-23 00:00:00",1950,"house","WI","GG",NULL,3,NULL,4,240,377,0,"easy_to_moderate_rise","Seatoun",NULL,"water",-41.311249905196135,174.83062094269235,10547,686,2075,10547,686,2075,10547,686,2075,10547,2075
"","<redacted>",518000,314000,205000,778000,"2017-10-18 00:00:00",1940,"house","WT","AG",NULL,1,NULL,3,110,492,1,"level","Houghton bay",NULL,"water",-41.33858322488039,174.78480421546814,7578,630,1843,7578,630,1843,7578,630,1843,7578,1843
"","<redacted>",647000,343000,303000,828750,"2017-10-26 00:00:00",1950,"house","WI","GA",NULL,2,NULL,4,170,541,1,"easy_to_moderate_rise","Khandallah","moderate","other",-41.24376293939532,174.78840173137775,10774,1096,2417,10774,1096,2417,10774,1096,2417,10774,2417
"","<redacted>",372000,99000,277000,499000,"2017-10-18 00:00:00",1900,"house","WT","AA",2,1,NULL,2,60,153,1,"steep_rise","Aro valley","slight","other",-41.28981438134142,174.75732589454958,2620,1623,1549,2620,1623,1549,2620,1623,1549,2620,1549
"","<redacted>",337000,163000,177000,552500,"2017-10-16 00:00:00",1960,"house","WT","AA",NULL,1,NULL,3,130,1681,1,"easy_to_moderate_fall","Stokes valley","none","none",-41.18637940449406,174.97257643738618,30955,822,4228,30955,822,4228,30955,822,4228,30955,4228
"","<redacted>",727000,316000,407000,759000,"2017-10-18 00:00:00",1940,"house","XT","AA",3,2,NULL,3,150,616,1,"level","Epuni","none","none",-41.20512493971982,174.93455390365978,20297,777,2999,20297,777,2999,20297,777,2999,20297,2999
"","<redacted>",690000,322000,376000,711000,"2017-10-16 00:00:00",1910,"house","WI","AA",2,1,NULL,3,108,372,1,"level","Petone","none","none",-41.229925923432006,174.88798365280553,15139,731,2425,15139,731,2425,15139,731,2425,15139,2425
"","<redacted>",722000,207000,528000,1051000,"2017-10-19 00:00:00",1960,"house","WT","GX",4,2,NULL,4,170,481,1,"steep_rise","Karori","slight","water",-41.291432494565406,174.74798510012937,6970,648,1806,6970,648,1806,6970,648,1806,6970,1806
"","<redacted>",324000,132000,200000,426000,"2017-10-18 00:00:00",1970,"house","WI","AA",NULL,1,NULL,3,100,505,0,"level","Wainuiomata","none","none",-41.249094167268325,174.93340134990527,24792,1086,3632,24792,1086,3632,24792,1086,3632,24792,3632
"","<redacted>",389000,167000,227000,459000,"2017-10-21 00:00:00",2000,"house","RI","AA",3,2,NULL,3,142,597,1,"easy_to_moderate_fall","Tawa",NULL,"other",-41.15726010324265,174.81913222418748,19150,1599,3469,19150,1599,3469,19150,1599,3469,19150,3469
"","<redacted>",467000,201000,266000,656477,"2017-10-17 00:00:00",1920,"house","WI","AA",NULL,1,NULL,3,100,450,0,"level","Melrose","none","none",-41.32175715348866,174.78853517206852,5462,1014,1814,5462,1014,1814,5462,1014,1814,5462,1814
"","<redacted>",499000,127000,378000,566000,"2017-10-23 00:00:00",2000,"house","WI","GG",4,2,NULL,4,176,589,0,"level","Stokes valley","none","none",-41.17757446670142,174.9858629887654,29336,580,3880,29336,580,3880,29336,580,3880,29336,3880
"","<redacted>",562000,253000,319000,601000,"2017-10-17 00:00:00",1950,"house","WI","AA",3,1,NULL,3,130,922,1,"level","Normandale",NULL,"other",-41.19830276982546,174.89445259621704,19460,864,3318,19460,864,3318,19460,864,3318,19460,3318
"","<redacted>",285000,126000,160000,301000,"2017-10-26 00:00:00",1960,"house","WI","AA",NULL,1,NULL,3,80,607,0,"level","Wainuiomata","none","none",-41.25142608725624,174.9513588384678,29168,692,4014,29168,692,4014,29168,692,4014,29168,4014
"","<redacted>",380000,151000,239000,585000,"2017-10-20 00:00:00",1980,"house","WI","AA",NULL,1,NULL,3,93,788,1,"easy_to_moderate_fall","Karori","moderate","other",-41.27784160087989,174.72423956704483,9441,1374,2793,9441,1374,2793,9441,1374,2793,9441,2793
"","<redacted>",527000,259000,277000,656000,"2017-10-18 00:00:00",1900,"house","WI","GG",3,1,NULL,3,110,878,0,"easy_to_moderate_rise","Brooklyn","moderate","other",-41.30569665067129,174.76311008198854,3087,1000,1277,3087,1000,1277,3087,1000,1277,3087,1277
"","<redacted>",621000,201000,419000,793000,"2017-10-19 00:00:00",2010,"townhouse","WI","GG",3,2,NULL,3,167,194,0,"level","Churton park","none","none",-41.19993358943541,174.80613801866554,15352,410,3448,15352,410,3448,15352,410,3448,15352,3448
"","<redacted>",778000,483000,300000,1027000,"2017-10-25 00:00:00",1930,"house","XT","AG",NULL,2,NULL,4,200,647,0,"level","Eastbourne","none","none",-41.29855187174886,174.88669455700227,26554,402,3715,26554,402,3715,26554,402,3715,26554,3715
"","<redacted>",465000,169000,310000,672000,"2017-10-24 00:00:00",1980,"house","FT","AA",NULL,2,NULL,3,140,811,1,"level","Grenada village",NULL,"other",-41.20595239858011,174.81940146872333,15193,564,3470,15193,564,3470,15193,564,3470,15193,3470
"","<redacted>",311000,111000,215000,401000,"2017-10-21 00:00:00",1960,"house","WI","AA",3,1,NULL,3,130,506,0,"steep_rise","Stokes valley","moderate","other",-41.16076957042981,174.98684181298296,26678,482,3309,26678,482,3309,26678,482,3309,26678,3309
"","<redacted>",557000,196000,359000,611000,"2017-10-20 00:00:00",1920,"house","WI","AA",NULL,1,NULL,3,130,1495,0,"easy_to_moderate_rise","Belmont","moderate","water",-41.19432674532589,174.91453548052516,18406,2005,3632,18406,2005,3632,18406,2005,3632,18406,3632
"","<redacted>",349000,145000,210000,418500,"2017-10-21 00:00:00",1970,"house","WI","AA",NULL,1,NULL,3,110,943,1,"steep_rise","Stokes valley","slight","other",-41.163521242014866,174.99054611299152,27463,639,3650,27463,639,3650,27463,639,3650,27463,3650
"","<redacted>",423000,163000,267000,621000,"2017-10-24 00:00:00",1980,"house","WI","AA",NULL,1,NULL,3,84,680,1,"easy_to_moderate_rise","Churton park","moderate","other",-41.2087717491802,174.80664390527502,13039,664,3042,13039,664,3042,13039,664,3042,13039,3042
"","<redacted>",341000,133000,210000,436000,"2017-10-26 00:00:00",1970,"house","WI","AA",NULL,2,NULL,4,190,521,1,"easy_to_moderate_rise","Wainuiomata",NULL,"other",-41.26088338287259,174.9553803837657,27523,1305,4454,27523,1305,4454,27523,1305,4454,27523,4454
"","<redacted>",894000,356000,541000,1030000,"2017-10-28 00:00:00",1970,"house","WI","AA",3,2,NULL,4,210,1179,1,"easy_to_moderate_rise","Karori",NULL,"other",-41.29091602874482,174.73659714547424,7829,762,1942,7829,762,1942,7829,762,1942,7829,1942
"","<redacted>",479000,234000,253000,717000,"2017-10-23 00:00:00",1970,"house","RT","GG",NULL,2,NULL,4,190,623,1,"easy_to_moderate_rise","Churton park","moderate","other",-41.21716670485946,174.80762913222532,12562,983,2915,12562,983,2915,12562,983,2915,12562,2915
"","<redacted>",232000,113000,125000,345000,"2017-10-25 00:00:00",1950,"house","FF","PF",NULL,1,NULL,3,80,809,1,"level","Wainuiomata","none","none",-41.27436393853606,174.95389640612402,27391,746,3728,27391,746,3728,27391,746,3728,27391,3728
"","<redacted>",262000,139000,127000,374500,"2017-10-24 00:00:00",1940,"house","RT","AA",NULL,1,NULL,3,100,861,0,"level","Wainuiomata","none","none",-41.27401358931154,174.9574502858169,27589,538,3700,27589,538,3700,27589,538,3700,27589,3700
"","<redacted>",344000,127000,226000,256000,"2017-10-27 00:00:00",1960,"house","WI","AA",NULL,1,NULL,3,140,820,1,"easy_to_moderate_rise","Stokes valley","slight","other",-41.15565046415185,174.98111318376334,26892,697,3611,26892,697,3611,26892,697,3611,26892,3611
"","<redacted>",850000,286000,568000,963000,"2017-10-24 00:00:00",2000,"house","WI","GG",NULL,2,NULL,4,216,295,1,"steep_fall","Karori","none","none",-41.288530988416596,174.74594008401417,6338,980,1760,6338,980,1760,6338,980,1760,6338,1760
"","<redacted>",665000,353000,311000,765000,"2017-10-28 00:00:00",2000,"house","RT","GG",NULL,2,NULL,4,260,998,1,"easy_to_moderate_fall","Belmont",NULL,"water",-41.19639263951356,174.91123733034925,23132,1585,4529,23132,1585,4529,23132,1585,4529,23132,4529
"","<redacted>",271000,90000,196000,257000,"2017-10-30 00:00:00",1960,"house","WI","AA",NULL,1,NULL,3,90,1568,0,"steep_rise","Stokes valley","slight","other",-41.176602093801144,174.9771727709133,29535,529,3805,29535,529,3805,29535,529,3805,29535,3805
"","<redacted>",460000,274000,199000,1189600,"2017-10-27 00:00:00",1900,"house","WT","GA",NULL,1,NULL,3,110,306,0,"level","Berhampore","none","none",-41.321194469457694,174.77837929454302,4373,689,1197,4373,689,1197,4373,689,1197,4373,1197
